CODE,SECTION,DATE,ROOM,PROFESSOR
SOC3332,A,1461088800,Take Home Exam,Ariel Fuenzalida
SOC3501,A,1461178800,Not available at this time.,Augustin Ramazani Bishwende
SOC3516,C,1461697200,Not available at this time.,André Tremblay
SOC3517,B,1461175200,Take Home Exam,Hilda Joyce Portilla
SOC3523,A,1461031200,Take Home Exam,Christian Bergeron
SOC3526,A,1461265200,Take Home Exam,Mario Samedy
SOC3542,B,1461601800,Take Home Exam,Simon De Carufel
SOC3542,C,1461076200,Not available at this time.,Jean-Philippe Leblond
SOC3731,A,1461421800,Not available at this time.,Nuah Makungu Masudi
SOC4103,A,1461438000,Not available at this time.,Fernando Mata
SOC4117,B,1460739600,Take Home Exam,Gustave Goldmann
SOC4127,A,1460656800,Take Home Exam,Zainab Amery
SOC4144,A,1461337200,Take Home Exam,Kristen Tole
SOC4305,A,1461621600,Take Home Exam,Joseph Sawan
SOC4310,A,1460664000,Take Home Exam,Shishir Shahnawaz
SOC4504,A,1461175200,Take Home Exam,Hilda Joyce Portilla
SOC4517,B,1460739600,Take Home Exam,Gustave Goldmann
SOC4535,A,1460833200,Not available at this time.,Jean-Claude Roc
SOC4544,A,1461162600,Not available at this time.,Eduardo González Castillo
SSS4120,A,1460833200,Not available at this time.,Catherine Deri Armstrong
SSS4520,A,1460986200,Take Home Exam,Audrey L'Espérance
SVS1500,B,1461681000,Not available at this time.,Nérée St-Amand
SVS2125,A,1460730600,Not available at this time.,Catherine Tuey
SVS2125,A,1460730600,Not available at this time.,Catherine Tuey
SVS2510,A,1461265200,Not available at this time.,Péter Balogh
SVS2530,A,1461781800,Take Home Exam,Marguerite Soulière
SVS3504,A,1460772000,Take Home Exam,Katharine Larose-Hébert
SVS3545,A,1461438000,Not available at this time.,David Welch
SVS3580,A,1461031200,Take Home Exam,Catherine Flynn
SVS3590,A,1460728800,Take Home Exam,Marjorie Silverman
SVS3703,A,1461351600,Not available at this time.,Cécile Coderre
SVS4505,A,1461261600,Take Home Exam,Katharine Larose-Hébert
SVS4535,A,1461240000,Take Home Exam,Susannah Taylor
