CODE,SECTION,DATE,ROOM,PROFESSOR
PSY3303,D,1461594600,Not available at this time.,Dave Miranda
PSY3303,E,1461594600,Not available at this time.,Mariusz Zadrag
PSY3306,B,1460746800,Not available at this time.,Shirley Griffith
PSY3377,B,1461265200,Not available at this time.,Yaroslav Konar
PSY3377,C,1461265200,Not available at this time.,Sylvain Gagnon
PSY3502,B,1461508200,Not available at this time.,Evelyne Girard
PSY3503,B,1461006000,Not available at this time.,Nathalie Le Marec
PSY3508,A,1461681000,Not available at this time.,Isabelle Boutet
PSY3508,B,1461681000,Not available at this time.,Isabelle Boutet
PSY3509,A,1461076200,Not available at this time.,Patrick Gaudreau
PSY3522,C,1461110400,Not available at this time.,Lisa Henry
PSY3523,B,1461335400,Not available at this time.,Julie Desjardins
PSY3528,A,1461351600,Not available at this time.,Chantal Lafleur
PSY3535,A,1461249000,Not available at this time.,Jean-François Bureau
PSY3542,A,1460746800,Not available at this time.,Hélène Plamondon
PSY3571,C,1460851200,Not available at this time.,Nathalie Le Marec
PSY3703,A,1461594600,Not available at this time.,Marie Gingras
PSY3707,B,1461801600,Not available at this time.,Marie-Lyne Laliberté
PSY3777,A,1461265200,Not available at this time.,Denis Cousineau
PSY4105,B,1460644200,Not available at this time.,Elisa Romano
PSY4122,B,1461283200,Not available at this time.,Peggy Kleinplatz
PSY4130,C,1461783600,Not available at this time.,Danielle Impey
PSY4174,A,1461162600,Not available at this time.,
PSY4327,B,1461628800,Not available at this time.,Marcel Viens
PSY4327,C,1461628800,Not available at this time.,Kathleen Biard
PSY4505,A,1460644200,Not available at this time.,Caroline Sullivan
PSY4530,B,1461783600,Not available at this time.,Dave Miranda
PSY4574,A,1461162600,Not available at this time.,
PSY4791,A,1460989800,Not available at this time.,
SCS1150,H,1460644200,Not available at this time.,Mihai Sarbu
SCS1150,I,1460644200,Not available at this time.,Paul Thibaudeau
SCS1160,A,1461249000,Not available at this time.,Andreas Buss
SCS1550,E,1460644200,Not available at this time.,Pierre Boyer
SCS1560,A,1461249000,Not available at this time.,Noomane Raboudi
SCS2100,A,1461006000,Not available at this time.,Aggey Semenov
SCS2150,D,1460660400,Not available at this time.,Hope Maclean
SCS2150,F,1460660400,Not available at this time.,Ivan Katchanovski
SCS2550,D,1461261600,Take Home Exam,Stéphan Larose
SCS3100,A,1461078000,Take Home Exam,Miguel De Larrinaga
SCS3180,A,1460642400,Take Home Exam,David Grondin
SOC1101,F,1461092400,Not available at this time.,Sam Alvaro
SOC1101,F,1461092400,Not available at this time.,Sam Alvaro
SOC1101,F,1461092400,Not available at this time.,Sam Alvaro
SOC1101,G,1460919600,Not available at this time.,Adolphine Aggor-Boateng
SOC1101,G,1460919600,Not available at this time.,Adolphine Aggor-Boateng
SOC1101,H,1461092400,Not available at this time.,William Flynn
SOC1101,H,1461092400,Not available at this time.,William Flynn
SOC1101,H,1461092400,Not available at this time.,William Flynn
SOC1105,D,1461628800,Not available at this time.,Liam Kilmurray
SOC1501,D,1461092400,Not available at this time.,Stéphan Larose
SOC1501,D,1461092400,Not available at this time.,Stéphan Larose
SOC1505,B,1461628800,Not available at this time.,Claire Delisle
SOC2103,B,1461351600,Not available at this time.,Kristen Tole
SOC2103,B,1461351600,Not available at this time.,Kristen Tole
SOC2104,B,1461681000,Not available at this time.,Adolphine Aggor-Boateng
SOC2106,B,1461524400,Not available at this time.,Sam Alvaro
SOC2107,A,1461076200,Not available at this time.,Gustave Goldmann
SOC2111,B,1460764800,Not available at this time.,Jungwee Park
SOC2112,B,1461767400,Not available at this time.,William Flynn
SOC2113,A,1461438000,Not available at this time.,Liam Kilmurray
SOC2151,A,1461178800,Not available at this time.,Aline De Almeida Coutinho
SOC2309,B,1461438000,Not available at this time.,Elke Winter
SOC2504,A,1460642400,Take Home Exam,Laurence Clennett-Sirois
SOC2506,A,1461524400,Not available at this time.,Augustin Ramazani Bishwende
SOC2506,A,1461524400,Not available at this time.,Augustin Ramazani Bishwende
SOC2513,A,1461076200,Not available at this time.,Jean-Paul Mbuya Mutombo
SOC2708,A,1460998800,Take Home Exam,Learry Gagné
SOC2709,A,1461438000,Not available at this time.,Jean-Claude Roc
SOC3105,A,1460669400,Take Home Exam,Salamat Tabbasum
SOC3116,F,1461697200,Not available at this time.,Rahim Baba
SOC3116,G,1461697200,Not available at this time.,Tonio Sadik
SOC3116,H,1461697200,Not available at this time.,Jennifer Couture
SOC3116,H,1461697200,Not available at this time.,Jennifer Couture
SOC3117,D,1461351600,Take Home Exam,Loes Knaapen
SOC3117,E,1461002400,Take Home Exam,Joannie Jean
SOC3126,A,1461335400,Not available at this time.,John Ngobi
SOC3136,A,1461621600,Take Home Exam,Joseph Sawan
SOC3137,A,1461110400,Not available at this time.,Jungwee Park
SOC3140,A,1460656800,Take Home Exam,Phyllis Rippey
SOC3142,D,1460644200,Not available at this time.,Riva Lieflander
SOC3142,D,1460644200,Not available at this time.,Riva Lieflander
SOC3142,E,1460644200,Not available at this time.,Riva Lieflander
SOC3142,F,1460644200,Not available at this time.,Riva Lieflander
SOC3306,A,1461249000,Not available at this time.,Adolphine Aggor-Boateng
SOC3312,A,1460851200,Not available at this time.,William Flynn
SOC3312,B,1461783600,Not available at this time.,Aline De Almeida Coutinho
