CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
ENG3340,C,Lecture 2,4,13:00,14:30,TBT 323,SEVENTEENTH CENTURY LITERATURE,Nicholas Von Maltzahn
ENG3341,B,Lecture 1,3,10:00,11:30,SMD 428,EIGHTEENTH CENTURY LITERATURE,Gefen Bar-On Santor
ENG3341,B,Lecture 2,5,08:30,10:00,SMD 428,EIGHTEENTH CENTURY LITERATURE,Gefen Bar-On Santor
ENG3341,C,Lecture 1,3,13:00,14:30,SMD 428,EIGHTEENTH CENTURY LITERATURE,Elaine Bailey
ENG3341,C,Lecture 2,5,11:30,13:00,SMD 428,EIGHTEENTH CENTURY LITERATURE,Elaine Bailey
ENG3362,B,Lecture 1,2,16:00,17:30,MRT 252,VICTORIAN LITERATURE,James Brooke-Smith
ENG3362,B,Lecture 2,4,14:30,16:00,MRT 252,VICTORIAN LITERATURE,James Brooke-Smith
ENG3362,C,Lecture 1,1,13:00,14:30,SMD 428,VICTORIAN LITERATURE,Mary Arseneau
ENG3362,C,Lecture 2,3,11:30,13:00,SMD 428,VICTORIAN LITERATURE,Mary Arseneau
ENG3375,B,Lecture 1,1,14:30,17:30,MRT 219, CRITICAL THEORY,Bernhard Radloff
ENG4148,A,Seminar 1,3,10:00,11:30,ART 318,RENAISSANCE: SEMINAR,Victoria Burke
ENG4148,A,Seminar 2,5,08:30,10:00,ART 318,RENAISSANCE: SEMINAR,Victoria Burke
ENG4148,B,Seminar 1,1,16:00,17:30,ART 350,RENAISSANCE: SEMINAR,Jennifer Panek
ENG4148,B,Seminar 2,3,14:30,16:00,ART 350,RENAISSANCE: SEMINAR,Jennifer Panek
ENG4152,A,Seminar 1,3,13:00,16:00,ART 318,ROMANTICS: SEMINAR,Ian Dennis
ENG4175,B,Seminar 1,1,13:00,14:30,ART 318,MOD. BRITISH LIT.: SEMINAR,Dominic Manganiello
ENG4175,B,Seminar 2,3,11:30,13:00,ART 318,MOD. BRITISH LIT.: SEMINAR,Dominic Manganiello
ENG4182,A,Seminar 1,4,11:30,14:30,LMX 342,CANADIAN LITERATURE: SEMINAR,Cynthia Sugars
ENG4330,D,Seminar 1,4,17:30,20:30,ART 318,CANADIAN LIT: SPECIAL TOPIC,Jennifer Blair
ENV1101,B,Lecture 1,1,19:00,22:00,MRT 218,GLOBAL ENVIRONMENT. CHALLENGES,Sasha Kebo
ENV1501,B,Lecture 1,2,08:30,10:00,MNT 201,LES DÉFIS ENV. GLOBAUX,Eveline Lemieux
ENV1501,B,Lecture 2,5,10:00,11:30,MNT 201,LES DÉFIS ENV. GLOBAUX,Eveline Lemieux
ENV2301,B,Lecture 1,5,14:30,16:00,MNT 202,HISTORY OF ENVIRON. THOUGHT,Marc Saner
ENV2301,B,Lecture 2,5,16:00,17:30,MNT 202,HISTORY OF ENVIRON. THOUGHT,Marc Saner
ENV3321,B,Lecture 1,1,10:00,11:30,SCS E218,GEOGRAPHICAL APP. ENV. ISSUES,Paul Beckwith
ENV3321,B,Lecture 2,3,08:30,10:00,SCS E218,GEOGRAPHICAL APP. ENV. ISSUES,Paul Beckwith
ENV3721,B,Lecture 1,1,16:00,17:30,TBT 319,L'APPROCHE GÉO.DE PROB.ENVIRO.,Eveline Lemieux
ENV3721,B,Lecture 2,3,14:30,16:00,TBT 319,L'APPROCHE GÉO.DE PROB.ENVIRO.,Eveline Lemieux
ENV4113,B,Lecture 1,1,08:30,11:30,VNR 4084,SELECTED TOPICS ENV ISSUES,Caroline Burgess
ENV4118,B,Lecture 1,2,13:00,14:30,MRT 250,ENVIRO. IMPACT ASSESSMENT,Renate Sander-Regier
ENV4118,B,Lecture 2,4,11:30,13:00,MRT 250,ENVIRO. IMPACT ASSESSMENT,Renate Sander-Regier
ESL1112,M,Lecture 1,2,13:00,14:30,TBT 0019,COM.OR.ECRI.ANG.LAN.SEC.ELE.II,Carmen Constantinescu
ESL1112,M,Lecture 2,4,11:30,13:00,SMD 322,COM.OR.ECRI.ANG.LAN.SEC.ELE.II,Carmen Constantinescu
ESL1113,M,Lecture 1,2,13:00,14:30,THN 124,GRAM ANG/ENGL GRAMMAR ELE,Marlene Toews-Janzen
ESL1113,M,Lecture 2,4,11:30,13:00,THN 124,GRAM ANG/ENGL GRAMMAR ELE,Marlene Toews-Janzen
ESL2111,M,Lecture 1,2,13:00,14:30,MRT 221,OR.WRIT.COM.ENG.SEC.LAN.INT. I,Reza Farzi
ESL2111,M,Lecture 2,4,11:30,13:00,SMD 324,OR.WRIT.COM.ENG.SEC.LAN.INT. I,Reza Farzi
ESL2112,M,Lecture 1,2,13:00,14:30,MCD 120,OR.WRIT.COM.ENG.SEC.LAN.INT.II,Karen Borland
ESL2112,M,Lecture 2,4,11:30,13:00,SMD 332,OR.WRIT.COM.ENG.SEC.LAN.INT.II,Karen Borland
ESL2121,M,Lecture 1,1,13:00,14:30,SMD 322,READ.WRIT.SKI.SEC.LAN.ADV.,Beverly Baker
ESL2121,M,Lecture 2,3,11:30,13:00,SMD 322,READ.WRIT.SKI.SEC.LAN.ADV.,Beverly Baker
ESL2121,M1,Lecture 1,1,13:00,14:30,THN 124,READ.WRIT.SKI.SEC.LAN.ADV.,Nooshin Boroumand
ESL2121,M1,Lecture 2,3,11:30,13:00,THN 124,READ.WRIT.SKI.SEC.LAN.ADV.,Nooshin Boroumand
ESL2121,N,Lecture 1,1,17:30,19:00,TBT 317,READ.WRIT.SKI.SEC.LAN.ADV.,Carmen Constantinescu
ESL2121,N,Lecture 2,3,17:30,19:00,SMD 322,READ.WRIT.SKI.SEC.LAN.ADV.,Carmen Constantinescu
ESL2122,M,Lecture 1,1,11:30,13:00,TBT 325,LIST.SPEAK.SKI.SEC.LAN.ADV.,Reza Farzi
ESL2122,M,Lecture 2,4,13:00,14:30,SMD 324,LIST.SPEAK.SKI.SEC.LAN.ADV.,Reza Farzi
ESL2351,M,Lecture 1,2,16:00,17:30,SMD 332,OR.COMM.SKIL.SEC.LANG.ADV.I,Mitra Sadat Bahmannia
ESL2351,M,Lecture 2,4,14:30,16:00,BRS 314,OR.COMM.SKIL.SEC.LANG.ADV.I,Mitra Sadat Bahmannia
ESL2361,M,Lecture 1,1,13:00,14:30,MRT 015,WRIT.SKILLS.SEC.LAN.ADV.I,Mitra Sadat Bahmannia
ESL2361,M,Lecture 2,3,11:30,13:00,SMD 332,WRIT.SKILLS.SEC.LAN.ADV.I,Mitra Sadat Bahmannia
ESL2361,M1,Lecture 1,1,13:00,14:30,LMX 219,WRIT.SKILLS.SEC.LAN.ADV.I,Karen Borland
ESL2361,M1,Lecture 2,3,11:30,13:00,SMD 324,WRIT.SKILLS.SEC.LAN.ADV.I,Karen Borland
ESL2361,N,Lecture 1,2,10:00,11:30,STE J0106,WRIT.SKILLS.SEC.LAN.ADV.I,Karen Borland
ESL2361,N,Lecture 2,4,08:30,10:00,SMD 324,WRIT.SKILLS.SEC.LAN.ADV.I,Karen Borland
ESL2361,O,Lecture 1,3,16:00,17:30,SMD 322,WRIT.SKILLS.SEC.LAN.ADV.I,Carmen Constantinescu
ESL2361,O,Lecture 2,5,14:30,16:00,LMX 390,WRIT.SKILLS.SEC.LAN.ADV.I,Carmen Constantinescu
ESL2361,O1,Lecture 1,3,16:00,17:30,SMD 332,WRIT.SKILLS.SEC.LAN.ADV.I,Mitra Sadat Bahmannia
ESL2361,O1,Lecture 2,5,14:30,16:00,LMX 342,WRIT.SKILLS.SEC.LAN.ADV.I,Mitra Sadat Bahmannia
ESL2361,P,Lecture 1,3,13:00,14:30,SMD 227,WRIT.SKILLS.SEC.LAN.ADV.I,Carmen Constantinescu
ESL2361,P,Lecture 2,5,11:30,13:00,SMD 332,WRIT.SKILLS.SEC.LAN.ADV.I,Carmen Constantinescu
ESL2371,M,Lecture 1,1,13:00,14:30,LMX 223,ENG.GRAM.SEC.LANG.ADV.I,Marlene Toews-Janzen
ESL2371,M,Lecture 2,3,11:30,13:00,LMX 223,ENG.GRAM.SEC.LANG.ADV.I,Marlene Toews-Janzen
ESL2372,M,Lecture 1,1,11:30,13:00,TBT 0019,ENG. PRONUN. SEC.LANG. lear.,Jennifer St-John
ESL2372,M,Lecture 2,4,13:00,14:30,SMD 322,ENG. PRONUN. SEC.LANG. lear.,Jennifer St-John
ESL3100,M,Lecture 1,6,09:30,11:00,CBY B205,Second Language Proficiency:,Mary Ruth Endicott
ESL3100,M,Lecture 2,4,17:30,19:00,CBY B205,Second Language Proficiency:,Not available at this time.
ESL3181,A3,Lecture 1,1,17:30,19:00,FTX 135,ADJ. LANG. COUR.IN ESL: PRO.SK,Reza Farzi
ESL3181,A8,Lecture 1,1,17:30,19:00,LMX 106,ADJ. LANG. COUR.IN ESL: PRO.SK,Karen Borland
ESL3363,M,Lecture 1,1,14:30,16:00,LMX 390,ENG. ADM WRITING 2ND LANG.LRN.,Evan Lavoie
ESL3363,M,Lecture 2,4,16:00,17:30,SMD 322,ENG. ADM WRITING 2ND LANG.LRN.,Evan Lavoie
ESL3363,M1,Lecture 1,1,14:30,16:00,SMD 322,ENG. ADM WRITING 2ND LANG.LRN.,Mitra Sadat Bahmannia
ESL3363,M1,Lecture 2,4,16:00,17:30,LMX 390,ENG. ADM WRITING 2ND LANG.LRN.,Mitra Sadat Bahmannia
ESL3371,M,Lecture 1,2,13:00,14:30,MRT 251,ENG.GRAM.SEC.LANG.ADV.II,Mark Anderson
ESL3371,M,Lecture 2,4,11:30,13:00,MRT 251,ENG.GRAM.SEC.LANG.ADV.II,Mark Anderson
ESP1992,AA,Lecture 1,1,10:00,11:30,SMD 224,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,AA,Discussion Group 1,2,10:00,11:30,TBT 315,COURS ÉLÉM ESP/ELEM SPANISH II,Gabriela Sanchez
ESP1992,AA,Laboratory 1,2,09:00,10:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Gabriela Sanchez
ESP1992,AB,Lecture 1,1,10:00,11:30,SMD 224,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,AB,Discussion Group 1,2,10:00,11:30,FSS 9003,COURS ÉLÉM ESP/ELEM SPANISH II,Jesse Leonard
ESP1992,AB,Laboratory 1,2,09:00,10:00,SMD 328,COURS ÉLÉM ESP/ELEM SPANISH II,Jesse Leonard
ESP1992,AC,Lecture 1,1,10:00,11:30,SMD 224,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,AC,Discussion Group 1,4,11:30,13:00,SMD 429,COURS ÉLÉM ESP/ELEM SPANISH II,Talina Giasson
ESP1992,AC,Laboratory 1,4,10:00,11:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Talina Giasson
ESP1992,AD,Lecture 1,1,10:00,11:30,SMD 224,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,AD,Discussion Group 1,4,08:30,10:00,FSS 6032,COURS ÉLÉM ESP/ELEM SPANISH II,Jesse Leonard
ESP1992,AD,Laboratory 1,4,10:00,11:00,SMD 328,COURS ÉLÉM ESP/ELEM SPANISH II,Jesse Leonard
ESP1992,BA,Lecture 1,2,11:30,13:00,MNT 203,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,BA,Discussion Group 1,3,13:00,14:30,THN 133,COURS ÉLÉM ESP/ELEM SPANISH II,Javier Garcia
ESP1992,BA,Laboratory 1,3,12:00,13:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Javier Garcia
ESP1992,BB,Lecture 1,2,11:30,13:00,MNT 203,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,BB,Discussion Group 1,3,13:00,14:30,FSS 14001,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,BB,Laboratory 1,3,12:00,13:00,SMD 328,COURS ÉLÉM ESP/ELEM SPANISH II,David Garcia
ESP1992,BC,Lecture 1,2,11:30,13:00,MNT 203,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,BC,Discussion Group 1,5,11:30,13:00,DMS 11161,COURS ÉLÉM ESP/ELEM SPANISH II,Shabnam Bahramifarid
ESP1992,BC,Laboratory 1,5,13:00,14:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Shabnam Bahramifarid
ESP1992,BD,Lecture 1,2,11:30,13:00,MNT 203,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,BD,Discussion Group 1,5,11:30,13:00,DMS 10161,COURS ÉLÉM ESP/ELEM SPANISH II,José Mansilla
ESP1992,BD,Laboratory 1,5,13:00,14:00,SMD 328,COURS ÉLÉM ESP/ELEM SPANISH II,José Mansilla
ESP1992,CA,Lecture 1,1,17:30,19:00,SMD 222,COURS ÉLÉM ESP/ELEM SPANISH II,Luis Abanto Rojas
ESP1992,CA,Discussion Group 1,2,17:30,19:00,DMS 11161,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,CA,Laboratory 1,2,19:00,20:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Gustavo Daniel Ruiz Gonzalez
ESP1992,CB,Lecture 1,1,17:30,19:00,SMD 222,COURS ÉLÉM ESP/ELEM SPANISH II,Luis Abanto Rojas
ESP1992,CB,Discussion Group 1,4,17:30,19:00,DMS 11161,COURS ÉLÉM ESP/ELEM SPANISH II,Marie-Philip Mathieu
ESP1992,CB,Laboratory 1,4,19:00,20:00,SMD 326,COURS ÉLÉM ESP/ELEM SPANISH II,Marie-Philip Mathieu
ESP2304,A,Lecture 1,2,13:00,14:30,TBT 317,WOMEN IN HISP CULT,Rosalia Cornejo-Parriego
ESP2304,A,Lecture 2,4,11:30,13:00,TBT 317,WOMEN IN HISP CULT,Rosalia Cornejo-Parriego
ESP2701,A,Lecture 1,1,14:30,16:00,SMD 227,LIT. HISPANIQUE EN TRADUCTION,Luis Abanto Rojas
