CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
ELG4178,A,Lecture 2,5,14:30,16:00,STE J0106,OPTICAL COMMUNIC. &amp; NETWORKING,Pierre Berini
ELG4178,A,Laboratory 1,3,17:30,20:30,CBY B302A,OPTICAL COMMUNIC. &amp; NETWORKING,Not available at this time.
ELG4178,A,Tutorial 1,2,13:00,14:30,FSS 11003,OPTICAL COMMUNIC. &amp; NETWORKING,Not available at this time.
ELG4912,B,Lecture 1,2,14:30,16:00,STE F0126,PROJET ELG I~~ ELG PROJECT I,Tet Yeap
ELG4912,B,Laboratory 1,1,10:00,13:00,STE 2052,PROJET ELG I~~ ELG PROJECT I,Not available at this time.
ELG4912,B,Laboratory 2,4,16:00,19:00,STE 2060,PROJET ELG I~~ ELG PROJECT I,Not available at this time.
ELG4913,B,Lecture 1,2,14:30,16:00,MRT 015,PROJET ELG II~~ELGPROJECT II,Emil Petriu
ELG4913,B,Laboratory 1,1,10:00,13:00,STE 2061,PROJET ELG II~~ELGPROJECT II,Not available at this time.
ELG4913,B,Laboratory 2,4,16:00,19:00,STE 2061,PROJET ELG II~~ELGPROJECT II,Not available at this time.
GNG1105,F,Lecture 1,5,17:30,20:30,STE B0138,ENGINEERING MECHANICS,Yannick Cormier
GNG1105,F,Discussion Group 1,4,14:30,16:00,MRT 219,ENGINEERING MECHANICS,Not available at this time.
GNG1105,F,Discussion Group 2,5,11:30,13:00,HGN 305,ENGINEERING MECHANICS,Not available at this time.
GNG1105,G,Lecture 1,5,16:00,19:00,MNT 201,ENGINEERING MECHANICS,Patrick Richer
GNG1105,G,Discussion Group 1,4,14:30,16:00,TBT 317,ENGINEERING MECHANICS,Not available at this time.
GNG1105,G,Discussion Group 2,5,11:30,13:00,LMX 407,ENGINEERING MECHANICS,Not available at this time.
GNG1106,D,Lecture 1,2,10:00,11:30,MCD 146,ENGINEERING COMPUTATION,Gilbert Arbez
