CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
CSI5118,,Lecture 2,5,16:00,17:30,VNR 3075,DESIGN OF COMP. &amp; TRANSLATORS.,Stéphane Some
CSI5122,,Lecture 1,3,10:00,13:00,LEE C107,SOFTWARE USABILITY,Timothy Lethbridge
CSI5149,,Lecture 1,1,14:30,17:30,LEE A131,GRAPHICAL MODELS &amp; APPLICATION,Yongyi Mao
CSI5161,,Lecture 1,4,19:00,22:00,VNR 2075,TOP.SYST.SIMULATION&amp;OPTIMIZAT.;,Azzedine Boukerche
CSI5163,,Lecture 1,3,19:00,22:00,LMX 242,ALGORITHM ANALYSIS AND DESIGN,Nejib Zaguia
CSI5166,,Lecture 1,2,11:30,13:00,SMD 226,APPLI. OF COMBINATORIAL OPTI.,Sylvia Boyd
CSI5166,,Lecture 2,5,13:00,14:30,SMD 226,APPLI. OF COMBINATORIAL OPTI.,Sylvia Boyd
CSI5311,,Lecture 1,4,08:30,10:00,STE J0106,DISTR. DATA. &amp; TRANSAC. PROCE.,Herna Viktor
CSI5311,,Lecture 2,4,14:30,16:00,STE J0106,DISTR. DATA. &amp; TRANSAC. PROCE.,Herna Viktor
CSI5386,,Lecture 1,1,14:30,17:30,LEE C107,NATURAL LANGUAGE PROCESSING,Diana Inkpen
CSI5389,,Lecture 1,2,19:00,22:00,MRT 211,ELECTRONIC COMMERCE TECHNOLO.,Thomas Tran
CSI5902,W,Seminar 1,5,10:00,12:00,MRT 211,SEMINAR / SEMINAIRE,Jean-Lou De Carufel
CSI7162,S,Lecture 1,1,17:30,20:30,STE J0106,ADV.TOP. IN COMPUTER APPLICA.,Robert Weisman
CSI7163,B,Lecture 1,1,19:00,22:00,CBY C03,ADV.TOP. IN COMPUTER SYSTEMS,Abdulmotaleb El Saddik
CVG5134,W,Lecture 1,2,13:00,14:30,LEE B163,Chemical Analysis for Environm,Ronald Droste
CVG5134,W,Lecture 2,4,11:30,13:00,LEE B163,Chemical Analysis for Environm,Ronald Droste
CVG5154,W,Lecture 1,1,11:30,13:00,MRT 256,RANDOM VIBRATION,Elena Dragomirescu
CVG5154,W,Lecture 2,4,13:00,14:30,MRT 256,RANDOM VIBRATION,Elena Dragomirescu
CVG5161,W,Lecture 1,1,14:30,16:00,SMD 425,MECHANICS OF UNSATURATED SOILS,Sai Vanapalli
CVG5161,W,Lecture 2,3,10:00,11:30,SMD 425,MECHANICS OF UNSATURATED SOILS,Sai Vanapalli
CVG5162,W,Lecture 1,3,11:30,14:30,LEE B152,RIVER HYDRAULICS,Colin Rennie
CVG5366,W,Lecture 1,2,14:30,17:30,LEE A130,MASTER'S SEMINAR IN CIVIL ENG.,Not available at this time.
CVG6303,W,Lecture 1,2,08:30,11:30,VNR 1075,SPEC. TOP. IN CIVIL ENGINEE.,Ousmane Seidou
CVG6304,W,Lecture 1,5,14:30,17:30,CBY C03,SPEC. TOP. IN CIVIL ENGINEE.,Ahmad Jrade
CVG6307,W,Lecture 1,5,14:30,17:30,LPR 155,SPEC. TOP. IN CIVIL ENGINEE.,Hassan Aoude
CVG6308,W,Lecture 1,1,14:30,17:30,THN 124,SPEC. TOP. IN CIVIL ENGINEE.,Ghasan Doudak
CVG8366,W,Lecture 1,2,14:30,17:30,LEE A130,DOCTORAL SEMINAR IN CIVIL ENG.,Not available at this time.
DCL5120,A,Seminar 1,1,10:30,12:30,FTX 316,ADVANCED HUMAN RIGHTS,Errol Mendes
DCL5120,A,Seminar 2,3,13:00,15:00,FTX 315,ADVANCED HUMAN RIGHTS,Errol Mendes
DCL5121,D,Seminar 1,1,16:00,19:00,FTX 315,STUDIES IN HUMAN RIGHTS I,Carol Craig
DCL5121,D,Seminar 2,2,16:00,19:00,FTX 315,STUDIES IN HUMAN RIGHTS I,Carol Craig
DCL5121,D,Seminar 3,3,16:00,19:00,FTX 315,STUDIES IN HUMAN RIGHTS I,Carol Craig
DCL5121,D,Seminar 4,4,16:00,19:00,FTX 315,STUDIES IN HUMAN RIGHTS I,Carol Craig
DCL5121,D,Seminar 5,5,16:00,19:00,FTX 315,STUDIES IN HUMAN RIGHTS I,Carol Craig
DCL5121,F,Lecture 1,1,16:00,19:00,FTX 361,STUDIES IN HUMAN RIGHTS I,Lorian Hardcastle
DCL5121,F,Lecture 2,2,16:00,19:00,FTX 361,STUDIES IN HUMAN RIGHTS I,Lorian Hardcastle
DCL5121,F,Lecture 3,3,16:00,19:00,FTX 361,STUDIES IN HUMAN RIGHTS I,Lorian Hardcastle
DCL5121,F,Lecture 4,4,16:00,19:00,FTX 361,STUDIES IN HUMAN RIGHTS I,Lorian Hardcastle
DCL5121,F,Lecture 5,5,16:00,19:00,FTX 361,STUDIES IN HUMAN RIGHTS I,Lorian Hardcastle
DCL5121,H,Seminar 1,3,08:30,10:30,FTX 316,STUDIES IN HUMAN RIGHTS I,Jacqueline Huston
DCL5121,H,Seminar 2,5,08:30,10:30,FTX 316,STUDIES IN HUMAN RIGHTS I,Jacqueline Huston
DCL5122,A,Seminar 1,1,10:30,12:30,FTX 402,STUDIES IN HUMAN RIGHTS II,Joanne St. Lewis
DCL5122,A,Seminar 2,3,15:00,17:00,FTX 102,STUDIES IN HUMAN RIGHTS II,Joanne St. Lewis
DCL5122,D,Seminar 1,2,08:30,10:30,FTX 402,STUDIES IN HUMAN RIGHTS II,Angela Cameron
DCL5122,D,Seminar 2,4,13:00,15:00,BRS 302,STUDIES IN HUMAN RIGHTS II,Angela Cameron
DCL5135,,Seminar 1,2,18:00,20:00,FTX 316,CONTEMPORARY ISSUES IN LAW,Ravi Malhotra
DCL5135,,Seminar 2,4,18:00,20:00,FTX 316,CONTEMPORARY ISSUES IN LAW,Ravi Malhotra
DCL5303,B,Lecture 1,2,10:30,12:30,FTX 402,STUDIES IN LEGAL THEORY I,Elizabeth Judge
DCL5303,B,Lecture 2,5,11:30,13:30,FTX 402,STUDIES IN LEGAL THEORY I,Elizabeth Judge
DCL5303,C,Seminar 1,2,12:30,14:30,FTX 416,STUDIES IN LEGAL THEORY I,Joao Velloso
DCL5303,C,Seminar 2,5,10:30,12:30,FTX 316,STUDIES IN LEGAL THEORY I,Joao Velloso
DCL5303,JA,Seminar 1,1,08:30,11:30,FTX 102,STUDIES IN LEGAL THEORY I,Tracey Lindberg
DCL5303,JA,Seminar 2,2,08:30,11:30,FTX 102,STUDIES IN LEGAL THEORY I,Tracey Lindberg
DCL5303,JA,Seminar 3,3,08:30,11:30,FTX 102,STUDIES IN LEGAL THEORY I,Tracey Lindberg
DCL5303,JA,Seminar 4,4,08:30,11:30,FTX 102,STUDIES IN LEGAL THEORY I,Tracey Lindberg
DCL5303,JA,Seminar 5,5,08:30,11:30,FTX 102,STUDIES IN LEGAL THEORY I,Tracey Lindberg
DCL5506,J,Seminar 1,1,16:00,19:00,FSS 4014,THÉORIE JURIDIQUE AUTOCHTONE,Darren O'Toole
DCL5506,J,Seminar 2,2,16:00,19:00,FSS 4014,THÉORIE JURIDIQUE AUTOCHTONE,Darren O'Toole
DCL5506,J,Seminar 3,3,16:00,19:00,FSS 4014,THÉORIE JURIDIQUE AUTOCHTONE,Darren O'Toole
DCL5506,J,Seminar 4,4,16:00,19:00,SMD 503,THÉORIE JURIDIQUE AUTOCHTONE,Darren O'Toole
