CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
PED2507,A,Lecture 1,1,13:00,16:00,LMX 418,RÉALITÉS SCOLAIRES ACTUELLES,Pierre Drouin
PED3705,A,Lecture 1,2,16:00,19:00,LMX 405,ECOLE FAMILLE ET COMMUNAUTE,Christian Bergeron
